new_id,Station_Prox,type,bedrooms,bathrooms,size,other_key_info,bullet_points,station_info,hold_type,short_description,long_description
9686,0.2,End of Terrace,2.0,1.0,,,30ft Lounge/Diner;Newly Fitted Kitchen with Integrated Appliances;Modern First Floor Bathroom & Ground Floor WC;Two Double Bedrooms;Fully Refurbished Throughout;Pleasant Rear Garden & Allocated Parking Space,"[(0.2, 'Turkey Street Station', 'svg-nationalrail'), (0.6, 'Enfield Lock Station', 'svg-nationalrail'), (1.1, 'Waltham Cross Station', 'svg-nationalrail')]",Tenure:  Freehold,SOLD STC;;svg-camera=21;;svg-floorplan=1;;Read more,"**FULLY REFURBISHED & CHAIN FREE** EQUITY ESTATE AGENTS are pleased to offer this STUNNING and SPACIOUS Two Bedroom END OF TERRACE Family Home located in a Quiet Residential Development. The property is within walking distance to the Hertford Road in Enfield Wash with access to all Local Shops, Restaurants, Local Schools, and Bus Stops to get to Waltham Cross and Enfield Town Shopping Centres. The property is also within 0.2 miles of Turkey Street and Enfield, Lock BR station (serving London Liverpool Street). Benefits include a Modern Fitted Kitchen with Integrated Appliances and Bathroom, Ground Floor WC, Spacious Lounge, Two Double Bedrooms, Double Glazing, Gas Central Heating, Pleasant Rear Garden with Side Access, Allocated Parking Space. Further Development to Extend to Side and Loft Subject to Planning Permission. Brochures Particulars"
3363,0.6,Apartment,1.0,1.0,,,,"[(0.6, 'Westbourne Park Station', 'svg-underground'), (0.6, ""Queen's Park Station"", 'svg-underground;svg-overground'), (0.6, 'Ladbroke Grove Station', 'svg-underground')]",Tenure:  Leasehold,svg-camera=14;;svg-floorplan=1;;Read more,"This wonderful one bedroom flat has been designed beautifully with no expense spared.  The flat comprises of a spacious double reception room with open plan high quality fully integrated shaker style kitchen with stone work surfaces.  The living room benefits from fitted storage and stunning stone fireplace.  The bedroom is a good sized double offering plenty of fitted storage with the fabulous bathroom off the bedroom. The flat is well situated to take advantage of all that the area has to offer.  There is a wide selection of shops, restaurants and cafes on the nearby Golborne Road, plus the wonders of Portobello Road Market. Westbourne Grove Underground Station (Hammersmith & City and Circle Lines) and good local bus routes provide access in and out of the city.  EPC Rating C. Location: Located on the Southern side of Kensal Road, close to the junction with Middle Row. The flat is well placed to take advantage of all the local amenities - the shops, restaurants and bars on Portobello and Golborne Roads and the open spaces found nearby at Emslie Horniman Pleasance and along the Grand Union Canal. Brochures Web Details Particulars"
6669,0.3,Apartment,1.0,1.0,,,One Bedroom Apartment;Ground Floor Victorian;Section of Rear Garden;Long Lease;Walking Distance to Blackhorse Road Station;Walking Distance to St James Street,"[(0.3, 'Blackhorse Road Station', 'svg-underground;svg-overground'), (0.3, 'St. James Street Station', 'svg-nationalrail'), (0.7, 'Walthamstow Queens Road Station', 'svg-overground')]",,SOLD STC;;svg-camera=8;;svg-floorplan=1;;Read more,"A welcoming and characterfully finished one bedroom ground floor apartment in our borough's wonderful Warner style, with that signature handsome brick frontage and private section of rear garden. You're perfectly located halfway between the peaceful Walthamstow Wetlands and our bustling High Street. Your rear garden's a wonderfully arranged little suburban solace, complete with deck, patio and lawn, all overhung by mature screening greenery and with plenty of planters, it's perfect for pottering. IF YOU LIVED HERE Your 160 square foot front lounge will become the beating heart of your new home - currently carpeted in pea green with calm tranquil walls, it's a beautiful blank canvas for you to let your imagination run wild.  Next door's your bedroom, a substantial double with pleasant garden view and more carpeting (perhaps worth some exploration in search of original timber floors?). Elsewhere you've a welcome and all too rare wealth of integrated storage in the hallway and bathroom, the latter features an artfully segmented WC and sparkles in pristine mint green. Finally there's your kitchen/diner, at over 100 square feet it's sufficiently sizeable to serve as a second reception for seated affairs, and thanks to the direct garden access there's plenty of light. Outside and you're honoured to have London's largest nature reserve and Europe's longest street market both less than a half mile from your front door. The 500 acre Walthamstow Wetlands is around a fifteen minutes walk to the west and the perfect retreat from city life. Head in the other direction and you have Walthamstow High Street with its famous market, plus all manner of cafes, stores and supermarkets. If you can't find it here you probably don't really need it. WHAT ELSE? - St James Street station is a third of a mile on foot and will get you directly to Liverpool Street in twenty minutes. Alternatively, Blackhorse Road is a ten minute walk away and will get you to King's Cross in fifteen via the Victoria line. - The lease is long enough not to cause you any renewal worries. - For your new local we have to recommend a personal favourite, The Chequers is a delightful gastropub, full of bright spaces and plenty of nooks and crannies, plus a lovely beer garden. All just a half mile on foot. Garden  - 13m x 2.4m (42'7"" x 7'10"") -  Lounge  - 3.36m x 4.25m  (11'0"" x 13'11"" ) -  Bedroom  - 2.87m x 3.10m  (9'4"" x 10'2"" ) -  Hall  -  Kitchen/ Diner  - 2.93m x 3.30m  (9'7"" x 10'9"" ) -  Bathroom  - 2.07m x 2.03m  (6'9"" x 6'7"" ) -  A WORD FROM THE OWNER... ""I love the fact that I am a fifteen minute walk away from the Walthamstow Wetlands and Walthamstow Marshes, that I'm within walking distance of both the Victoria line to central London and the overground to Liverpool street (and Chingford) and that I can walk to the shops."" Brochures Edward Road, Walthamstow"
6442,0.9,Semi-Detached,4.0,2.0,,,Semi Detached House;Four Bedrooms;Bathroom Plus Shower Room;Three Wc's;Fitted Kitchen;Off Street Parking;Garden;Sole Agents,"[(0.9, 'Hendon Central Station', 'svg-underground'), (1.0, 'Mill Hill East Station', 'svg-underground'), (1.2, 'Colindale Station', 'svg-underground')]",,svg-camera=16;;svg-floorplan=1;;Read more,"Four Bedroom Semi Detached House offering spacious accommodation spread over three floors.Located in this popular and sought after area close to Sunny Hill Park.Features include,bathroom separate wc,shower room/wc,guest wc through lounge, fitted kitchen, epc rating e. own drive, garden. Sole Agents. Brochures (S3) A4 Window Ca..."
5373,0.1,Apartment,1.0,1.0,,,,"[(0.1, 'New Barnet Station', 'svg-nationalrail'), (0.8, 'High Barnet Station', 'svg-underground'), (0.9, 'Oakleigh Park Station', 'svg-nationalrail')]",,svg-camera=10;;Read more,"*** CHAIN FREE *** A fabulous 1 bedroom, sixth floor penthouse apartment situated in this modern block moments from New Barnet station. The block has beautifully maintained communal areas and lifts serving all floors. This wonderful apartment offers bright and spacious, high specification accommodation throughout and comprises a welcoming entrance hall, a stunning open plan reception room with sleek kitchen area with integrated appliances, central island and doors to a wonderful balcony. The large bedroom has floor to ceiling glass windows to 2 sides and a large closet. There is also a luxurious family bathroom, a private wrap around balcony with far reaching views and secure gated parking. Ideally located for the commuter, with both New Barnet mainline and High Barnet underground (Northern Line) stations within easy reach. The area is also served by numerous bus routes. The Everyman Cinema, Sainsbury's, Pure Gym and The Spires shopping centre with its many shopping amenities and restaurants is also close by. Local authority: Barnet Council  Council Tax Band - D Brochures Particulars"
4386,0.9,Maisonette,2.0,1.0,,,Open Plan Kitchen/Living Room;Two 10ft Bedrooms;Four Piece Bathroom Suite;Double Glazing And Central Heating;Garden;Chain Free,"[(0.9, 'Welling Station', 'svg-nationalrail'), (1.2, 'Abbey Wood Station', 'svg-nationalrail'), (1.2, 'Plumstead Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=9;;svg-floorplan=1;;Read more,"***GUIDE PRICE £290,000 - £310,000**** A well presented two bedroom first floor maisonette with garden, located in a popular tree lined road in Plumstead. Conveniently located for local bus routes and amenities. *OPEN PLAN KITCHEN/LIVING ROOM* *TWO 10FT BEDROOMS* *FOUR PIECE BATHROOM SUITE* *DOUBLE GLAZING AND CENTRAL HEATING* *GARDEN* *CHAIN FREE* Key Terms Original Lease Term: 110 Years  Unexpired Lease: Approximately 102 Years Current Ground Rent: Approximately £150.00 Per Annum (maybe subject to upward reviews) Next Ground Rent Review Date: 24th December Current Service Charge: TBC Please note that the sale of the property is subject to the current tenancy ending and the seller obtaining vacant possession.  Council tax band - B Plumstead and Woolwich are part of South East London’s big reinvention, with Woolwich town centre unrecognisable compared to 20 years ago. Already home to an excellent mainline rail service and the DLR, Woolwich’s Crossrail station is well underway. Together with the redevelopment of the Royal Arsenal, Woolwich is emerging as a new urban centre.  Plumstead offers an altogether greener setting, with the vast commons and Oxleas Wood providing a perfect backdrop to some stunning period properties. Entrance Door: Own door to front. Entrance Hall: Kitchen/Living Area: 20' 11"" x 11' 1"" (6.38m x 3.38m) Kitchen fitted with a range of wall and base units with complementary work surfaces. Stainless steel integrated oven and hob with filter hood. Space for appliances. Two double glazed windows to side. Wood style laminate flooring. Living area with feature fireplace and surround. Wood style laminate flooring. Utility Room: Tiled flooring. Double glazed door to rear. Bedroom 1: 10' 11"" x 10' 9"" (3.33m x 3.28m) Two double glazed windows to front. Wood style laminate flooring. Bedroom 2: 11' 1"" x 10' 2"" (3.38m x 3.1m) Double glazed window to rear. Wood style laminate flooring. Garden: Approx. 40ft - Steps down from property to garden. Mainly laid to lawn. Bathroom: Fitted with a white four piece suite comprising of a low level WC, panelled bath with shower attachment, shower cubicle with rainfall shower and a pedestal wash hand basin. Tiled flooring. Tiled walls. Opaque double glazed window to rear. Chrome style towel rail. Brochures Particulars"
10408,0.3,Apartment,2.0,1.0,,,Moments from Regents Park;First floor;Wood flooring throughout;Two double bedrooms;Modern bathroom ;Reception/dining area with Juliette balcony;State-of-the-art kitchen with integrated appliances and marble worktops leading to a private balcony;Separate WC;Circa 788Sqft;Leasehold - 120 years remaining ,"[(0.3, 'Warren Street Station', 'svg-underground'), (0.4, 'Euston Square Station', 'svg-underground'), (0.4, 'Great Portland Street Station', 'svg-underground')]",,svg-camera=13;;svg-floorplan=1;;Read more,"*** SOLE AGENTS *** 
 
 A stunning two bedroom apartment set on the first floor of a well presented three-storey ex-local authority building.
 
 Finished to a modern standard with wood flooring throughout this apartment features; two double bedrooms,  modern bathroom, separate WC,  reception/dining area with Juliette balcony and state-of-the-art kitchen with integrated appliances and marble worktops leading to a private balcony.
 
 The property also benefits from an electric fireplace and venetian plaster feature wall in the reception,  sliding doors in the kitchen and living room and marble ledges in bathroom and balcony, 
 
 The property is located within close proximity to seven underground stations which are all less than a mile away. Cumberland Market is located moments from Euston Road and University College London with of wealth of local amenities moments away. The green open spaces of Regents park are also a short walk away. 
 
 Leasehold - 120 years remaining Brochures Full Details"
7717,0.3,End of Terrace,3.0,1.0,,,Chain Free;Three Bedrooms;Warm Air Heating System;Popular Residential Road;Close To Schools;Good Transport Links;EPC EE Rating: E,"[(0.3, 'Carshalton Station', 'svg-nationalrail'), (0.5, 'Carshalton Beeches Station', 'svg-nationalrail'), (0.9, 'Sutton (Surrey) Station', 'svg-nationalrail')]",Tenure:  Freehold,SOLD STC;;svg-camera=22;;svg-floorplan=1;;Read more,"*****TOTAL MODERNISATION REQUIRED AND CHAIN FREE BUYERS ONLY ******* No Chain! A three bedroom end of terrace house ideally located on a popular residential road within easy reach of the local shops, restaurants and amenities found in both Carshalton Beeches and Carshalton Village. The property offers well maintained family accommodation which comprises of a fitted kitchen, open spacious lounge, two double bedrooms and one single, complete with family bathroom. Outside to the rear is a very pretty and mature garden, a garage en-bloc, and to the front a beautiful lawn area with a mixture of mature shrubs and flower beds. The area is well known for the excellent schooling both primary and secondary, and commuters are well provided for with direct links to central London from both Carshalton Beeches and Carshalton station.      IMPORTANT NOTE TO POTENTIAL PURCHASERS & TENANTS:  We endeavour to make our particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. The services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All photographs and measurements have been taken as a guide only and are not precise. Floor plans where included are not to scale and accuracy is not guaranteed. If you require clarification or further information on any points, please contact us, especially if you are travelling some distance to view. POTENTIAL PURCHASERS: Fixtures and fittings other than those mentioned are to be agreed with the seller. POTENTIAL TENANTS: All properties are available for a minimum of six months, with the exception of short term accommodation. A security deposit of at least one month’s rent is required. Rent is to be paid one month in advance. It is the tenant’s responsibility to insure any personal possessions.  GCB210340/2 Brochures Web Details Full Brochure PDF"
5872,0.2,Apartment,2.0,1.0,,,CHAIN FREE;Spacious throughout;Balcony ;Lift;Permit parking available ;2 Double bedrooms ;Double Glazed;Close to Tube;Ideal 1st time buy or investment;service charge and ground rent£1000 pa,"[(0.2, 'Wood Lane Station', 'svg-underground'), (0.3, 'White City Station', 'svg-underground'), (0.3, ""Shepherd's Bush (Hammersmith & City) Station"", 'svg-underground')]",,SOLD STC;;svg-camera=9;;svg-floorplan=1;;Read more,"   Guide Price: £300,000 - £325,000. Located within central and convenient location lies this spacious 2 bedroom 2nd floor apartment. Although the property does require internal refurbishment the results could be amazing. Internally comprising Lounge, 2 double bedrooms, kitchen and bathroom the flat also has own private balcony. The well maintained block also has benefit of lift and permit parking. Batman Close lies within a short walk to local shops, amenities and White City and Wood Lane Tube Stations. In our opinion the property offers the chance of a great purchase to an owner occupier or buy to let investment. For sale with no chain, 86 year lease. "
8470,0.5,Maisonette,3.0,1.0,,,3 Bedrooms;Separated Kitchen;Excellent Condition Throughout;Bright and Light Throughout;South Facing Livingroom;Driveway;Private Back Garden;Walking Distance to Catford High St;Close to Catford Bridge Station for Cannon St;Close to Catford Station for The City,"[(0.5, 'Catford Bridge Station', 'svg-nationalrail'), (0.5, 'Catford Station', 'svg-nationalrail'), (0.7, 'Hither Green Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=13;;svg-floorplan=1;;Read more,"Yopa is proud to market this fabulously charming, 3 bedroom top floor maisonette in a prime London location of Catford, perfect for first-time buyers or buy-to-let investment. In excellent condition to the highest standard, this apartment benefits from 3 bedrooms, a spacious south facing living room, a fully equipped separated kitchen with garden views, a family bathroom and and access to a  private back garden. Set in a family-friendly and residential area with a real sense of community, residents enjoy being in walking distance of Catford and Catford Bridge stations for easy access to The City of London Via Cannon St and Blackfriars stations. There are numbers of highly rated primary and secondary schools within walking distance of this property with Catford High St with all its bars, shops and restaurants only few minutes walk. This property is available to view by-appointment-only now! EPC band: D"
7285,0.2,Terraced,4.0,1.0,,,Kitchen-Diner;Garden;Full Double Glazing;Oven/Hob;Gas Central Heating;Combi Boiler,"[(0.2, 'Dagenham East Station', 'svg-underground'), (0.9, 'Dagenham Heathway Station', 'svg-underground'), (1.4, 'Elm Park Station', 'svg-underground')]",,SOLD STC;;svg-camera=21;;svg-floorplan=1;;Read more,"Ramsey Moore are proud to bring to the market as sole agents this impressive four bedroom family home. Offering an abundance of features the current vendors have paid precise attention to detail within the décor enabling them to create this beautifully presented dwelling throughout. Arranged over three floors, the house not only features a bespoke fitted kitchen, first floor family bathroom and tastefully decorated bedrooms it also falls within a 0.2 mile walk to Dagenham East district line station along with other local transport links and amenities. In addition to this the house also lies within catchment area to several Primary and Secondary schools and a short distance to Barking and Dagenham college. Situated within an urban location the property boasts of having the rural Eastbrook Nature Reserve within a stones throw, making it ever so popular for local dog walkers, family outings and fisherman. With benefits a plenty, the attention to detail does not stop at the décor with a newly laid pressed resin driveway, powered brick built summerhouse and mature well-tended rear garden with low maintenance artificial turf, we promise, you will not be disappointed with the accommodation that is on offer Property additional info Front Exterior: Cream rendered exterior and pressed resin driveway leading to; Storm Porch: UPVC double glazed front door with glass inserts, tiled floor to wooden interior front door leading to; Entrance Hall: Wooden dado rail, Amtico flooring, wall mounted gas radiator with decorative cover, stairs to first floor with fitted carpet and wooden bannisters, under stairs storage cupboard, doorway to utility area, door to; Through lounge:  7.32m x 3.33m (24.02ft x 10.93ft) Double glazed window to front aspect with bespoke fitted shutter blinds, two ceiling roses, wall mounted gas radiator with decorative cover, open gas fireplace, hardwood flooring, wooden double doors with glass insert to; Kitchen/Diner:  5.79m x 3.18m (19.00ft x 10.43ft)Narrowing to 15'0 x 10'5 (4.57m x 3.18m) Double glazed window and French doors to rear aspect, spot down lighting, wall mounted Worchester boiler (untested) range of matching eye level and base units with solid wood work surface over, sink unit with drainer and mixer tap over, tiled splash backs, integrated oven and grill, five ring gas hob integrated into work surface with extractor hood over, space for fridge, freezer, plumbing for washing machine, dishwasher, wall mounted gas radiator, Amtico flooring, leading to; First Floor Landing: Wooden dado rail, fitted carpet, stairs to second floor and doors to all first floor rooms. Bedroom One:  3.66m x 3.05m (12.01ft x 10.01ft) Double glazed window to front aspect with bespoke fitted shutter blinds, built in wardrobes with vanity unit and storage unit over, wall mounted gas radiator with decorative cover, hardwood flooring. Bedroom Two:  3.66m x 2.44m (12.01ft x 8.01ft) Double glazed window to rear aspect with fitted blinds, built in wardrobes with mirrored doors, wall mounted gas radiator, hardwood flooring. Bedroom Three :  1.83m x 2.13m (6.00ft x 6.99ft) Currently arranged as a dressing room by the current vendors. Double glazed window to front aspect with bespoke fitted shutter blinds, handcrafted bespoke fitted wardrobes, wall mounted gas radiator and hardwood flooring. Family Bathroom : Obscure double glazed window to rear aspect, three piece suite comprising of bath with shower attachment over and shower screen, integrated low level WC and sink unit with under storage, tiled splash back, tiled flooring. Second Floor  Bedroom Four:  3.35m x 3.18m (10.99ft x 10.43ft) Double glazed window to rear aspect, Velux window to front aspect, spot down lights, integrated storage space, wall mounted gas radiator En-suite Shower Room : Double glazed window to rear aspect with fitted blind, three piece suite comprising of shower cubicle, low level WC, wash hand basin with single taps and under storage Garden : Indian sandstone paving with step down to artificial grass with side borders and mature shrubbery, rear access, brick built Summer House and further shed Summer House:  3.05m x 3.78m (10.01ft x 12.40ft) Double glazed window to side aspect and double glazed French doors, feature fireplace, tiled flooring and power. Brochures Detail Sheet 1"
2931,0.2,Flat,2.0,1.0,,,,"[(0.2, 'Burnt Oak Station', 'svg-underground'), (0.8, 'Colindale Station', 'svg-underground'), (0.9, 'Queensbury Station', 'svg-underground')]",,NEW HOME;;svg-camera=18;;svg-floorplan=1;;Read more,"A two bedroom upper floor apartment ideally located on Burnt Oak Broadway. within 0.2 miles of Burnt Oak Station (Northern Line) This new apartment has been finished to a high specification and benefits from a New Build Warranty and is just one of the small, select developent of eight apartments. This apartment benefits from the use of the roof terrace, which is only for the use the three upper floor apartments. The property is ready to view and is eligible under the Government Help to Buy Scheme (subject to the terms and conditions). AGENST NOTE; please be aware that the images shown are of Flat 4, whiich is the show apartment."
7824,0.8,Terraced,3.0,1.0,,,Three Bedroom House;Mid Terrace;Circa 48 Foot Rear Garden;Easy Access to Highams Park and Chingford;Approx 875 Square Foot;Potential to Extend (STPP);Short Walk to Epping Forest;Quiet Residential Location;Private Driveway;Council Tax Band D,"[(0.8, 'Highams Park Station', 'svg-nationalrail'), (1.1, 'Chingford Station', 'svg-nationalrail'), (2.0, 'Woodford Station', 'svg-underground')]",Tenure:  Freehold,svg-camera=22;;svg-floorplan=1;;Read more,"A versatile three bedroom, contemporary home this property is close to Highams Park Station and a short hop from Epping Forest. As well as 875 square feet of splendid modern living space you have a private driveway. Your new abode nestles in a desirable, residential street in a locale full of amenities. And with 6,000 green acres on your doorstep, whether you hike or bike, there's no shortage of open space for you to unwind. IF YOU LIVED HERE... You'll step into your spacious entrance hall with handy dedicated storage and through to your airy 255 square foot open-plan reception/diner, where characterful, rustic oak flooring gives an inviting feel underfoot. All views from this welcoming sanctuary are of your gorgeous paved and lawned garden, framed perfectly by  wood-framed patio doors. Entertaining is simple with plenty of space for a dining table and chairs. Your kitchen is a practical and smart affair, with classic ivory units, metro tiles and chic grey flooring. Upstairs you have three thoughtfully laid-out bedrooms, two of them doubles of 130 and 120 square feet respectively, each with a welcome wealth of bespoke, fitted storage. A third bedroom is currently a study, but could be a nursery or luxurious dressing room. Your impressive bathroom has a spa-like quality, as glossy greys team with marble effects and crisp white for a fresh feel.  Your new local is the Larkshall. A mere eight minutes on foot, this charming bolthole is a renovated, listed, sixteenth-century farmhouse where you can sample craft beers or tuck into a sumptuous roast. Highams Park is around twelve minutes on foot, perfect for a morning jog or strolling of an evening. Here you have breathtaking views over London and, of course, tranquil Highams Park Lake. Treat yourself to tea and cake at Humphry's cafe, named for the lake's creator. WHAT ELSE? - For parents, twelve 'Good' or 'Outstanding' primary and secondary schools all lie less than a mile away.  - Highams Park station is twenty-two minutes on foot and you can speed directly to Liverpool Street in twenty-three. Alternatively, Walthamstow Central is two stops and five minutes away for a quick swap to the Victoria line. Within 30 minutes walk, Chingford station runs regular trains to Clapham Junction. - You have some exciting potential to extend, subject to the usual permissions. Garden  - 14.5m x 5.66m (47'6"" x 18'6"") -  Hall  -  Storage  -  Kitchen  - 3.53m x 2.56m  (11'6"" x 8'4"" ) -  Lounge/ Dining Room  - 5.42m x 4.79m  (17'9"" x 15'8"" ) -  Bedroom  - 3.50m x 3.85m  (11'5"" x 12'7"" ) -  Bathroom  - 2.28m x 1.73m  (7'5"" x 5'8"" ) -  Bedroom  - 2.56m x 2.63m  (8'4"" x 8'7"" ) -  Bedroom  - 3.47m x 3.50m (11'4"" x 11'5"") -  A WORD FROM THE OWNERS........ ""We’ve always found Stapleford Close to be a quiet, comfortable and friendly place to live. Its tucked away from the main roads and has a lovely community spirit. There are excellent bus and train connections that allow us to easily reach central London, in addition to some nearby favourites, such as Walthamstow and Hackney. ""We particularly love being so close to the vast green expanses of Epping Forest. Walking around the forest feels like you’ve gone for a trip out in the countryside, but it’s just a short journey from our house. In terms of local amenities, there’s a Nuffield gym with a superb pool, a giant supermarket and a great selection of cafes, restaurants and pubs all within walking distance. We would love to see our home go to new owners who will appreciate its cosy, homely vibes just as much as we have."" Brochures Stapleford Close,  Chingford  Brochure"
3772,0.7,Flat,2.0,,,,For Sale By Online Auction T&C's Apply;Eleventh Floor;Chain free;Full Wall Windows;Spacious and Bright;Community Scheme Heating,"[(0.7, 'Oval Station', 'svg-underground'), (0.7, 'Kennington Station', 'svg-underground'), (0.9, 'Denmark Hill Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=10;;svg-virtual-tour=1;;Read more,"Via method of modern auction, we present to you this two bedroom apartment in Camberwell, London.   Amazing Eleventh Floor Two Bedroom Apartment, Brilliantly Located In A Lively, Well Connected Area!  Comprising a lovely, large, bright reception wall-wide windows, leading into a kitchen, separated by a sleek sliding door, two spacious double bedrooms with built in storage space, a bathroom and a separate WC. The property is very spacious, with so much sunlight flowing in.  Situated within a short walking distance from both Kennington Park and Burgess Park and minutes away from plenty of local amenities and The Lighthouse Theatre!   It is also surrounded by amazing transport links into the City, with the Oval tube (Northern) just 0.7 mile away.   Tenure: Leasehold. Lease length: 99 years.   Council tax: Band B. Council Tax Band: B Tenure: Leasehold Length Of Lease: 107 Annual Ground Rent Amount: £124,020.00 Reception 5.23m x 3.37m Kitchen 3.41m x 1.69m Main Bedroom 4.27m x 2.6m Bedroom Two 4.29m x 2.57m WC Bathroom Brochures Brochure"
10487,0.3,Apartment,2.0,2.0,803 sq. ft.;(75 sq. m.),,Two Bedrooms;Two Bathrooms;Eighth Floor;Terrace;Lift Serviced Block;Gated Parking,"[(0.3, 'Totteridge & Whetstone Station', 'svg-underground'), (0.5, 'Oakleigh Park Station', 'svg-nationalrail'), (1.1, 'New Barnet Station', 'svg-nationalrail')]",,svg-camera=14;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"DESCRIPTION    Conveniently located within minutes' walk to Totteridge & Whetstone tube station in this modern lift serviced block, is this well presented two double bedroom, two bathroom (one ensuite) fourth floor apartment. The property benefits from an approximately 18ft living room with a modern open plan kitchen, an approximately 22ft west facing roof terrace, underground gated parking and ample storage. To really appreciate the size, condition and location an internal viewing is highly recommended via vendors sole agents Adam Hayes Estate Agents.  Brochures Brochure Email Sa... Brochure Printed ..."
6367,0.2,Flat,2.0,2.0,,,"1,027 Square Feet approx.;Own Front Door;Spacious Duplex;Two Bedrooms;Two And A Half Bathrooms;Underground Parking;12 Hour Concierge Service;Residents' Gym;Master with Ensuite and Balcony.;Landscaped Communal Gardens","[(0.2, 'Hendon Station', 'svg-nationalrail'), (0.8, 'Hendon Central Station', 'svg-underground'), (1.2, 'Brent Cross Station', 'svg-underground')]",,svg-camera=13;;svg-floorplan=1;;Read more,"This uniquely stunning 2 bed / 2 ½ bath flat with its own private front door access is set in beautiful surroundings including parks and convenient amenities. This two-story flat overlooks a manicured courtyard and has access to the reservoir. Floor to ceiling windows makes this flat bright and spacious. The flat offers an open plan living room and kitchen with fully fitted appliances and walk-in pantry, as well as a spacious powder room on the ground floor. Upstairs offers a master bedroom with en-suite bathroom and large balcony, a 2nd large bedroom, large family bathroom with bathtub and storage, and utility room with storage. The property has underfloor heating and is fully double-glazed. The building includes concierge service and a secure underground parking space. Located in Zone 3, Hendon Waterside is within easy walking distance of Hendon Station and Hendon Central Tube station. Reach central London in under 20 minutes via Thameslink or Northern Line services. Residents can enjoy the convenience of an on-site Co-op as well as Hendon Broadway's amenities. The beautiful open spaces and leisure pursuits of The Welsh Harp are on the doorstep while the fantastic shops of Brent Cross Shopping Centre and Ofsted rated Outstanding schools are just moments away. Leasehold of approximately 145 Years Remaining. Ground Rent of £663.53 per year. Service Charge of £2,500 per year. Barnet Council Tax Band D. Brochures Moorhen Drive, London,NW9 Brochure"
12123,0.1,Terraced,3.0,1.0,,,*OPEN DAY VIEWING SATURDAY 18TH JUNEnly);Three Bedroom Terraced House;Front Gardens with Potential For Off Street Parking STP{;Large Rear Garden Via Service Road;In Need of Modernisation;Great access to all Local Shops & Amenities;Good Links into Tottenham Hale & London Liverpool Street;An Ideal Family Home or a Buy to Let Opportunity,"[(0.1, 'Brimsdown Station', 'svg-nationalrail'), (0.9, 'Enfield Lock Station', 'svg-nationalrail'), (1.0, 'Ponders End Station', 'svg-nationalrail')]",Tenure:  Freehold,svg-camera=12;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"***CLICK FOR VIDEO TOUR***OPEN DAY VIEWING SATURDAY 18TH JUNE*** (Strictly Via Appointment Only) KINGS GROUP are delighted to offer this THREE BEDROOM, Family Home to the Market. Situated within close proximity to all local shops and amenities, Including Brimsdown Train Station which has direct access into both Tottenham Hale & LONDON LIVERPOOL STREET. Benefiting from Front Gardens with potential for Off Street Parking, Spacious Hallway/Landings, Spacious Lounge, Dining Room, Fitted Kitchen, Ground Floor Cloakroom, First Floor Bathroom, Double Glazed & Gas Central Heating, GARAGE Via Rear Service Road. In our opinion this well presented and maintained home would make an Ideal Family Home and Internal Viewings are highly recommended. Brochures Brimsdown Avenue, Enfield Brochure"
9784,0.4,Apartment,1.0,1.0,,,Large Double Bedroom;Bathroom;Large Reception Room;Kitchen;River Views;Underground Parking,"[(0.4, 'Imperial Wharf Station', 'svg-nationalrail'), (0.6, 'Clapham Junction Station', 'svg-nationalrail;svg-overground'), (0.8, 'Wandsworth Town Station', 'svg-nationalrail')]",Tenure:  Leasehold,SOLD STC;;svg-camera=12;;svg-floorplan=1;;Read more,"A large one bedroom flat of circa 979 sq ft on the first floor of this modern riverside apartment block. The flat has a huge reception room with space for a dining table and views over the River, an equally large double bedroom served by an en-suite bathroom and a fitted kitchen.  The flat also comes with an underground parking space. Waterfront House is situated on Battersea Embankment close to the junction of Lombard Road and York Road.  There is direct access to the Thames path both East toward Battersea Bridge and West towards Wandsworth Bridge.  Clapham Junction is close by and buses from Lombard Road and Battersea Bridge Road provide access to Chelsea and the West End."
4052,0.5,Apartment,2.0,2.0,688 sq. ft.;(64 sq. m.),,Two Bedrooms;Two Bathrooms;Ground Floor Apartment;Communal Gardens;Allocated Parking;Modern Kitchen,"[(0.5, 'Totteridge & Whetstone Station', 'svg-underground'), (0.5, 'Woodside Park Station', 'svg-underground'), (1.1, 'West Finchley Station', 'svg-underground')]",,SOLD STC;;svg-camera=13;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"Situated in this popular residential turning off North Finchley High Road and within minutes walk of local shops and amenities is this recently decorated two double bedroom, two bathroom (one en-suite) purpose built apartment . The property is approximately 700 sq ft and benefits from a modern kitchen, double glazing, gas central heating, video entryphone system, off street parking for two cars and use of communal gardens. To really appreciate the size, location and condition an internal viewing is highly recommended via vendors sole agents Adam Hayes Estate Agents. Brochures Brochure Email Sa... Brochure Email Sa... Brochure Printed ..."
